Direction,Scenario,Landuse,Gen,Rep,Year,Alive,Starved,Winter_Kill,Predation,Stochastic_Death,Left_Map,Failed_to_Establish,Total_Dispersers,EnergyLevel_Mean,Stdev,Sterr,Variance,PercepDist_Mean,Stdev,Sterr,Variance,StepDist_Mean,Stdev,Sterr,Variance,     TotalDist_Mean,Stdev,Sterr,Variance,Tortuosity_Mean,Stdev,Sterr,Variance,SLDist_Mean,Stdev,Sterr,Variance,TimeSteps_Mean,TimeSteps_SD,Males,Females,ResCount,MaxDispersal
WE,C45,NLU,4,2,2014,7,3,0,0,0,0,0,10,4816.20,539.26,203.82,290803.62,100.00,0.00,0.00,0.00,273.47,14.61,5.52,213.35,151850.34,10584.50,4000.57,112031692.95,46.69,61.00,23.06,3721.53,7528.50,6090.40,2301.96,37093002.59,1434.14,118.63,5,5,41,18759.1257581
WE,C45,NLU,4,3,2014,9,1,0,0,0,0,0,10,4968.61,414.04,138.01,171428.62,100.00,0.00,0.00,0.00,280.35,12.56,4.19,157.79,169782.37,54036.08,18012.03,2919897520.40,62.37,69.20,23.07,4788.19,7068.13,7902.72,2634.24,62453010.70,1558.22,502.66,6,4,33,26431.8534905
WE,C45,NLU,4,4,2014,7,3,0,0,0,0,0,10,5140.25,356.88,134.89,127362.55,100.00,0.00,0.00,0.00,273.75,13.23,5.00,175.09,171182.92,48371.27,18282.62,2339779687.87,52.88,54.25,20.50,2942.52,8939.31,11083.05,4189.00,122834059.40,1600.29,410.45,4,6,32,32383.0166348
WE,C45,NLU,4,5,2014,9,1,0,0,0,0,0,10,4987.62,524.14,174.71,274725.29,100.00,0.00,0.00,0.00,274.03,13.62,4.54,185.47,146499.09,9265.48,3088.49,85849199.58,48.09,85.31,28.44,7278.62,10508.87,7124.14,2374.71,50753435.41,1374.67,56.79,3,7,41,18766.1224048
WE,C45,NLU,4,6,2014,7,3,0,0,0,0,0,10,5139.49,328.51,124.17,107920.49,100.00,0.00,0.00,0.00,269.37,13.02,4.92,169.44,179636.23,63968.88,24177.96,4092017868.73,73.60,76.52,28.92,5854.68,5337.84,5157.83,1949.48,26603201.77,1714.00,540.08,2,8,43,15629.4036015
WE,C45,NLU,4,7,2014,9,1,0,0,0,0,0,10,5325.37,332.07,110.69,110271.45,100.00,0.00,0.00,0.00,270.44,17.08,5.69,291.66,247044.87,113738.75,37912.92,12936502234.59,106.85,103.24,34.41,10659.00,6528.27,6550.02,2183.34,42902763.33,2362.33,1021.68,5,5,18,18279.0120096
WE,C45,NLU,4,8,2014,10,0,0,0,0,0,0,10,5154.17,410.31,129.75,168358.40,100.00,0.00,0.00,0.00,283.22,12.49,3.95,155.90,160216.11,16430.33,5195.73,269955803.64,74.19,74.88,23.68,5606.55,5564.76,5030.07,1590.65,25301648.54,1459.40,172.01,7,3,45,15109.8084602
WE,C45,NLU,4,9,2014,5,5,0,0,0,0,0,10,5374.77,304.46,136.16,92695.82,100.00,0.00,0.00,0.00,255.92,4.40,1.97,19.36,183546.48,59550.69,26631.88,3546285097.51,220.53,300.37,134.33,90220.86,6914.72,8363.47,3740.26,69947663.69,1891.20,659.04,2,8,17,20455.3158904
WE,C85,NLU,4,1,2014,7,3,0,0,0,0,0,10,5291.53,229.58,86.77,52709.01,100.00,0.00,0.00,0.00,276.69,11.14,4.21,124.05,195547.43,62068.66,23459.75,3852519128.12,69.65,61.32,23.18,3760.75,6955.26,7127.26,2693.85,50797862.07,1816.29,555.22,5,5,36,20325.8054016
WE,C85,NLU,4,10,2014,9,1,0,0,0,0,0,10,5020.16,387.06,129.02,149813.31,100.00,0.00,0.00,0.00,267.95,12.84,4.28,164.82,181141.73,54601.62,18200.54,2981336677.39,130.72,151.81,50.60,23047.75,5757.33,6933.91,2311.30,48079122.69,1750.89,506.04,3,7,36,21778.3088576
WE,C85,NLU,4,2,2014,8,2,0,0,0,0,0,10,4878.44,396.25,140.10,157013.47,100.00,0.00,0.00,0.00,282.13,12.51,4.42,156.43,157586.69,15419.67,5451.68,237766151.22,53.96,67.91,24.01,4611.42,8039.05,5623.18,1988.09,31620143.19,1449.62,184.91,7,3,43,15082.5061555
WE,C85,NLU,4,3,2014,7,1,0,2,0,0,0,10,4843.02,784.93,296.67,616111.66,100.00,0.00,0.00,0.00,281.07,19.08,7.21,363.86,196459.97,40054.99,15139.36,1604401870.20,105.77,96.37,36.43,9288.14,4074.01,4085.98,1544.36,16695242.66,1867.86,482.85,6,4,34,11256.1693567
WE,C85,NLU,4,4,2014,8,2,0,0,0,0,0,10,4925.41,145.78,51.54,21251.03,100.00,0.00,0.00,0.00,283.88,15.10,5.34,227.87,162696.10,18523.87,6549.18,343133614.51,72.64,76.48,27.04,5848.79,5370.45,4807.97,1699.87,23116552.62,1478.88,154.90,6,4,34,15218.3726997
WE,C85,NLU,4,5,2014,10,0,0,0,0,0,0,10,4836.08,679.94,215.02,462318.19,100.00,0.00,0.00,0.00,276.82,15.68,4.96,245.91,150120.29,6577.53,2080.00,43263842.36,90.85,124.42,39.35,15481.01,4916.23,3796.53,1200.57,14413673.50,1390.80,61.60,4,6,45,12064.3391916
WE,C85,NLU,4,6,2014,9,1,0,0,0,0,0,10,5004.89,443.63,147.88,196803.91,100.00,0.00,0.00,0.00,282.02,11.23,3.74,126.03,157537.99,18782.91,6260.97,352797531.93,36.09,28.96,9.65,838.67,7796.17,6866.83,2288.94,47153325.73,1447.33,127.67,7,3,45,24247.0506822
WE,C85,NLU,4,7,2014,9,1,0,0,0,0,0,10,5417.15,160.44,53.48,25742.30,100.00,0.00,0.00,0.00,261.34,13.95,4.65,194.69,239640.82,110162.46,36720.82,12135766608.39,42.53,15.46,5.15,238.99,6242.18,3611.12,1203.71,13040157.17,2390.78,1049.86,4,6,23,13366.6338432
WE,C85,NLU,4,8,2014,8,2,0,0,0,0,0,10,5017.55,420.49,148.67,176815.64,100.00,0.00,0.00,0.00,281.37,15.76,5.57,248.38,178605.77,58563.33,20705.27,3429664176.16,55.36,63.66,22.51,4052.84,6809.17,5152.44,1821.66,26547667.30,1640.75,511.11,6,4,45,15649.2497078
WE,C85,NLU,4,9,2014,7,1,0,2,0,0,0,10,5320.33,205.69,77.74,42308.09,100.00,0.00,0.00,0.00,275.20,12.24,4.63,149.93,302620.93,113777.71,43003.93,12945368418.98,55.26,55.77,21.08,3109.83,10712.22,7980.48,3016.34,63687987.90,2850.57,1047.98,7,3,18,24464.307469
WE,Hist,NLU,4,1,2014,9,1,0,0,0,0,0,10,5304.50,116.14,38.71,13489.46,100.00,0.00,0.00,0.00,270.64,13.90,4.63,193.25,225880.44,91840.24,30613.41,8434630151.71,50.98,86.26,28.75,7440.85,12904.11,8588.17,2862.72,73756591.07,2151.78,820.34,4,6,22,24594.6065573
WE,Hist,NLU,4,10,2014,8,2,0,0,0,0,0,10,5206.54,280.50,99.17,78680.93,100.00,0.00,0.00,0.00,274.21,10.99,3.88,120.73,238134.59,80788.00,28562.87,6526700700.47,258.23,384.15,135.82,147572.13,5374.43,7004.90,2476.61,49068604.38,2241.75,706.61,6,4,22,21571.7030901
WE,Hist,NLU,4,2,2014,9,1,0,0,0,0,0,10,5130.83,348.30,116.10,121311.54,100.00,0.00,0.00,0.00,282.33,11.35,3.78,128.89,185156.42,66294.21,22098.07,4394921738.09,203.19,465.12,155.04,216332.21,7711.18,6419.03,2139.68,41203931.68,1691.78,596.10,7,3,35,20449.3483393
WE,Hist,NLU,4,3,2014,4,4,0,2,0,0,0,10,5456.66,224.55,112.28,50423.71,100.00,0.00,0.00,0.00,263.58,19.99,10.00,399.76,222642.48,85111.22,42555.61,7243919227.84,18.22,6.61,3.30,43.64,12309.56,2545.34,1272.67,6478771.95,2213.25,880.48,7,3,19,14466.7742815
WE,Hist,NLU,4,4,2014,8,2,0,0,0,0,0,10,5171.61,278.35,98.41,77480.48,100.00,0.00,0.00,0.00,274.08,13.73,4.86,188.63,220538.71,75968.73,26859.00,5771248451.60,107.11,89.46,31.63,8003.70,5482.23,6938.74,2453.21,48146059.06,2090.25,690.41,5,5,19,19471.8470991
WE,Hist,NLU,4,5,2014,7,3,0,0,0,0,0,10,5096.59,261.95,99.01,68616.69,100.00,0.00,0.00,0.00,275.66,12.10,4.57,146.43,153158.87,14684.38,5550.17,215630933.37,40.68,39.33,14.86,1546.71,8063.21,7503.35,2836.00,56300249.45,1426.14,111.31,5,5,26,22783.815322
WE,Hist,NLU,4,6,2014,8,2,0,0,0,0,0,10,5306.11,282.24,99.79,79660.42,100.00,0.00,0.00,0.00,278.55,15.07,5.33,227.08,165974.81,38739.04,13696.32,1500712894.82,28.52,19.91,7.04,396.45,7668.60,3970.76,1403.88,15766969.51,1538.62,359.24,7,3,38,15251.5612682
WE,Hist,NLU,4,7,2014,9,1,0,0,0,0,0,10,5433.48,211.62,70.54,44782.01,100.00,0.00,0.00,0.00,267.67,14.16,4.72,200.46,259320.24,95218.30,31739.43,9066523707.84,186.27,273.18,91.06,74628.26,7284.67,8597.85,2865.95,73923045.01,2516.44,879.18,6,4,16,23175.6415578
WE,Hist,NLU,4,8,2014,7,3,0,0,0,0,0,10,5168.03,456.40,172.50,208298.89,100.00,0.00,0.00,0.00,272.99,12.24,4.63,149.86,148050.32,6336.94,2395.14,40156837.94,32.83,25.12,9.50,631.24,9094.35,10070.42,3806.26,101413439.32,1382.57,70.59,4,6,33,30844.0595306
WE,Hist,NLU,4,9,2014,6,2,0,2,0,0,0,10,5183.27,498.83,203.64,248826.69,100.00,0.00,0.00,0.00,266.22,13.45,5.49,180.92,222163.44,89393.11,36494.58,7991127810.72,41.60,44.35,18.10,1966.61,10383.85,8321.69,3397.32,69250603.35,2172.50,824.27,5,5,7,25297.4509304
